1649339545.062190,0
1649339545.164480,0
1649339545.266686,0
1649339545.373527,0
1649339545.476018,0
1649339545.578431,0
1649339545.680838,0
1649339545.783035,0
1649339545.886020,0
1649339545.988581,0
1649339546.092447,0
1649339546.195234,0
1649339546.297895,0
1649339546.400097,0
1649339546.502865,0
1649339546.606194,1
1649339546.709298,1
1649339546.811441,10
1649339546.914135,27
1649339547.016711,36
1649339547.119149,29
1649339547.221999,22
1649339547.325007,30
1649339547.429824,43
1649339547.532117,45
1649339547.634656,41
1649339547.736949,43
1649339547.839573,32
1649339547.942143,15
1649339548.044711,17
1649339548.148648,40
1649339548.250742,52
1649339548.353552,49
1649339548.455721,51
1649339548.557820,39
1649339548.660094,23
1649339548.772616,8
1649339548.878045,24
1649339548.980808,26
1649339549.083005,27
1649339549.185121,25
1649339549.288080,24
1649339549.391090,12
1649339549.493420,4
1649339549.595780,3
1649339549.697857,31
1649339549.800763,30
1649339549.907086,31
1649339550.009253,31
1649339550.111771,27
1649339550.213814,15
1649339550.317639,0
1649339550.420021,22
1649339550.522299,25
1649339550.624915,27
1649339550.727422,27
1649339550.830088,25
1649339550.933212,12
1649339551.035703,8
1649339551.138537,2
1649339551.240970,18
1649339551.343900,28
1649339551.446424,30
1649339551.548900,29
1649339551.651786,26
1649339551.754311,18
1649339551.856762,9
1649339551.959988,0
1649339552.062181,4
1649339552.164544,0
1649339552.268112,3
1649339552.370572,1
1649339552.473528,2
1649339552.576032,4
1649339552.678737,0
1649339552.782146,0
1649339552.885588,0
1649339552.988092,0
1649339553.091351,0
1649339553.193734,0
1649339553.296017,19
1649339553.398407,38
1649339553.500685,38
1649339553.603101,39
1649339553.705849,35
1649339553.808870,22
1649339553.911174,10
1649339554.013715,12
1649339554.115983,22
1649339554.219544,23
1649339554.321956,22
1649339554.424182,23
1649339554.526960,17
1649339554.629538,10
1649339554.735308,0
1649339554.837673,10
1649339554.940200,30
1649339555.042388,31
1649339555.145331,31
1649339555.248229,29
1649339555.350295,24
1649339555.452694,10
1649339555.555911,5
1649339555.658118,18
1649339555.761366,20
1649339555.863750,19
1649339555.966249,20
1649339556.069226,7
1649339556.171665,10
1649339556.273951,6
1649339556.377118,17
1649339556.479767,24
1649339556.585830,23
1649339556.688591,24
1649339556.790709,24
1649339556.893660,13
1649339556.995931,9
1649339557.098079,0
1649339557.200447,9
1649339557.303432,37
1649339557.406605,39
1649339557.509073,38
1649339557.611727,38
1649339557.714832,30
1649339557.817804,14
1649339557.919993,5
1649339558.022708,23
1649339558.124874,25
1649339558.227187,21
1649339558.329457,24
1649339558.431612,20
1649339558.534340,8
1649339558.636632,6
1649339558.738796,18
1649339558.845543,23
1649339558.948425,24
1649339559.050709,25
1649339559.153485,23
1649339559.256546,14
1649339559.359022,10
1649339559.461124,4
1649339559.563756,23
1649339559.667487,22
1649339559.769979,24
1649339559.872461,22
1649339559.974972,16
1649339560.077332,9
1649339560.181930,0
1649339560.285454,17
1649339560.388622,23
1649339560.490828,24
1649339560.593256,25
1649339560.696136,23
1649339560.799295,13
1649339560.901598,8
1649339561.004060,5
1649339561.106508,22
1649339561.208860,24
1649339561.310974,24
1649339561.413380,20
1649339561.516164,18
1649339561.618307,9
1649339561.720626,5
1649339561.822826,5
1649339561.925827,25
1649339562.028053,32
1649339562.130634,32
1649339562.233219,31
1649339562.336127,25
1649339562.438576,18
1649339562.545804,4
1649339562.648042,12
1649339562.750302,32
1649339562.852536,34
1649339562.954664,34
1649339563.056979,33
1649339563.159171,26
1649339563.262478,14
1649339563.364980,9
1649339563.467511,26
1649339563.569798,27
1649339563.671970,28
1649339563.775412,26
1649339563.878426,24
1649339563.981042,12
1649339564.083647,7
1649339564.186408,5
1649339564.294638,31
1649339564.397586,30
1649339564.500993,31
1649339564.604299,30
1649339564.706895,25
1649339564.809662,13
1649339564.912368,0
1649339565.015321,16
1649339565.117998,24
1649339565.220383,24
1649339565.322922,24
1649339565.425253,24
1649339565.528077,11
1649339565.630763,9
1649339565.733004,6
1649339565.835185,21
1649339565.939173,25
1649339566.041719,27
1649339566.144577,28
1649339566.246853,24
1649339566.349284,14
1649339566.452260,6
1649339566.554776,4
1649339566.657229,27
1649339566.759587,29
1649339566.862026,30
1649339566.965002,28
1649339567.067098,21
1649339567.169509,12
1649339567.271967,6
1649339567.374342,16
1649339567.476576,24
1649339567.578711,23
1649339567.681379,21
1649339567.783611,20
1649339567.886773,9
1649339567.989237,8
