1649271117.466706,0
1649271117.569756,0
1649271117.672274,1
1649271117.774609,0
1649271117.876994,0
1649271117.979193,0
1649271118.081402,2
1649271118.183690,0
1649271118.286228,0
1649271118.388600,3
1649271118.490943,1
1649271118.593433,0
1649271118.695650,0
1649271118.807043,0
1649271118.909279,0
1649271119.011571,0
1649271119.113779,1
1649271119.216700,1
1649271119.319200,2
1649271119.421818,17
1649271119.524082,0
1649271119.626864,18
1649271119.729120,0
1649271119.831217,18
1649271119.934560,0
1649271120.037357,18
1649271120.139534,0
1649271120.241935,19
1649271120.344378,0
1649271120.448039,19
1649271120.550175,1
1649271120.652603,20
1649271120.754911,0
1649271120.857064,20
1649271120.959934,0
1649271121.063477,20
1649271121.166134,0
1649271121.269797,20
1649271121.372400,0
1649271121.474887,20
1649271121.578219,0
1649271121.680922,0
1649271121.784112,0
1649271121.886398,0
1649271121.989909,0
1649271122.093230,0
1649271122.195788,0
1649271122.300240,1
1649271122.412856,0
1649271122.515209,1
1649271122.618121,0
1649271122.720209,1
1649271122.822674,0
1649271122.926137,0
1649271123.029267,0
1649271123.131593,0
1649271123.233948,0
1649271123.336080,0
1649271123.438534,16
1649271123.541110,0
1649271123.644088,17
1649271123.746744,0
1649271123.849069,18
1649271123.951578,0
1649271124.054247,19
1649271124.157255,0
1649271124.259970,19
1649271124.362236,0
1649271124.464618,19
1649271124.567044,0
1649271124.669880,20
1649271124.772035,0
1649271124.874295,20
1649271124.976635,0
1649271125.079416,20
1649271125.181721,0
1649271125.283898,14
1649271125.386863,0
1649271125.489412,16
1649271125.592439,0
1649271125.695874,14
1649271125.798369,0
1649271125.901107,0
1649271126.003561,0
1649271126.105802,0
1649271126.209131,0
1649271126.311761,0
1649271126.414174,0
1649271126.516396,0
1649271126.619283,0
1649271126.722265,0
1649271126.824815,0
1649271126.927788,0
1649271127.034664,0
1649271127.137306,0
1649271127.239771,0
1649271127.342448,0
1649271127.449166,0
1649271127.551291,0
1649271127.653585,1
1649271127.755985,0
1649271127.858245,1
1649271127.961341,0
1649271128.063566,1
1649271128.165882,0
1649271128.268200,3
1649271128.371008,0
1649271128.473510,11
1649271128.575781,0
1649271128.678008,11
1649271128.780253,0
1649271128.882697,18
1649271128.985024,0
1649271129.087914,19
1649271129.190819,0
1649271129.293378,19
1649271129.395746,0
1649271129.498310,20
1649271129.600414,0
1649271129.702631,20
1649271129.805467,0
1649271129.907713,20
1649271130.010130,0
1649271130.113349,19
1649271130.216001,0
1649271130.318406,15
1649271130.420915,0
1649271130.524364,14
1649271130.626670,0
1649271130.729966,14
1649271130.832554,0
1649271130.935032,9
1649271131.038284,0
1649271131.140674,0
1649271131.243862,0
1649271131.346048,0
1649271131.449898,0
1649271131.552116,0
1649271131.654374,0
1649271131.756792,0
1649271131.859886,0
1649271131.962358,0
1649271132.064562,0
1649271132.166955,0
1649271132.269644,0
1649271132.372200,0
1649271132.474406,0
1649271132.576681,0
1649271132.678985,0
1649271132.781237,0
1649271132.883440,2
1649271132.985853,0
1649271133.088778,2
1649271133.190975,0
1649271133.293342,6
1649271133.395633,0
1649271133.498066,11
1649271133.600309,0
1649271133.702519,20
1649271133.804885,0
1649271133.908127,20
1649271134.010305,0
1649271134.112489,20
1649271134.214887,0
1649271134.317327,20
1649271134.419609,0
1649271134.521873,15
1649271134.624008,0
1649271134.726601,16
1649271134.829447,0
1649271134.931755,16
1649271135.034041,0
1649271135.136702,17
1649271135.239335,0
1649271135.342103,17
1649271135.449083,0
1649271135.551207,18
1649271135.654207,0
1649271135.756743,7
1649271135.858852,0
1649271135.961259,0
1649271136.063542,0
1649271136.165861,0
1649271136.268306,0
1649271136.370502,0
1649271136.473313,0
1649271136.575632,0
