PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=61 ttl=64 time=850 ms
64 bytes from 10.0.0.2: icmp_seq=62 ttl=64 time=869 ms
64 bytes from 10.0.0.2: icmp_seq=63 ttl=64 time=886 ms
64 bytes from 10.0.0.2: icmp_seq=64 ttl=64 time=954 ms
64 bytes from 10.0.0.2: icmp_seq=65 ttl=64 time=999 ms
64 bytes from 10.0.0.2: icmp_seq=66 ttl=64 time=1017 ms
64 bytes from 10.0.0.2: icmp_seq=67 ttl=64 time=1044 ms
64 bytes from 10.0.0.2: icmp_seq=68 ttl=64 time=1071 ms
64 bytes from 10.0.0.2: icmp_seq=69 ttl=64 time=1079 ms
64 bytes from 10.0.0.2: icmp_seq=70 ttl=64 time=1087 ms
64 bytes from 10.0.0.2: icmp_seq=72 ttl=64 time=1105 ms
64 bytes from 10.0.0.2: icmp_seq=74 ttl=64 time=1107 ms
64 bytes from 10.0.0.2: icmp_seq=75 ttl=64 time=1105 ms
64 bytes from 10.0.0.2: icmp_seq=78 ttl=64 time=1133 ms
64 bytes from 10.0.0.2: icmp_seq=79 ttl=64 time=1123 ms
64 bytes from 10.0.0.2: icmp_seq=81 ttl=64 time=1062 ms
64 bytes from 10.0.0.2: icmp_seq=83 ttl=64 time=991 ms
64 bytes from 10.0.0.2: icmp_seq=85 ttl=64 time=942 ms
64 bytes from 10.0.0.2: icmp_seq=86 ttl=64 time=891 ms
64 bytes from 10.0.0.2: icmp_seq=87 ttl=64 time=856 ms
64 bytes from 10.0.0.2: icmp_seq=88 ttl=64 time=838 ms
64 bytes from 10.0.0.2: icmp_seq=91 ttl=64 time=855 ms
64 bytes from 10.0.0.2: icmp_seq=92 ttl=64 time=845 ms
64 bytes from 10.0.0.2: icmp_seq=94 ttl=64 time=763 ms
64 bytes from 10.0.0.2: icmp_seq=95 ttl=64 time=741 ms
64 bytes from 10.0.0.2: icmp_seq=96 ttl=64 time=743 ms
64 bytes from 10.0.0.2: icmp_seq=97 ttl=64 time=739 ms
64 bytes from 10.0.0.2: icmp_seq=98 ttl=64 time=742 ms
64 bytes from 10.0.0.2: icmp_seq=99 ttl=64 time=706 ms
64 bytes from 10.0.0.2: icmp_seq=100 ttl=64 time=678 ms
64 bytes from 10.0.0.2: icmp_seq=101 ttl=64 time=645 ms
64 bytes from 10.0.0.2: icmp_seq=102 ttl=64 time=605 ms
64 bytes from 10.0.0.2: icmp_seq=103 ttl=64 time=576 ms
64 bytes from 10.0.0.2: icmp_seq=104 ttl=64 time=556 ms
64 bytes from 10.0.0.2: icmp_seq=105 ttl=64 time=551 ms
64 bytes from 10.0.0.2: icmp_seq=106 ttl=64 time=547 ms
64 bytes from 10.0.0.2: icmp_seq=107 ttl=64 time=550 ms
64 bytes from 10.0.0.2: icmp_seq=108 ttl=64 time=546 ms
64 bytes from 10.0.0.2: icmp_seq=109 ttl=64 time=542 ms
64 bytes from 10.0.0.2: icmp_seq=110 ttl=64 time=563 ms
64 bytes from 10.0.0.2: icmp_seq=111 ttl=64 time=559 ms
64 bytes from 10.0.0.2: icmp_seq=112 ttl=64 time=567 ms
64 bytes from 10.0.0.2: icmp_seq=113 ttl=64 time=576 ms
64 bytes from 10.0.0.2: icmp_seq=114 ttl=64 time=634 ms
64 bytes from 10.0.0.2: icmp_seq=115 ttl=64 time=637 ms
64 bytes from 10.0.0.2: icmp_seq=116 ttl=64 time=646 ms
64 bytes from 10.0.0.2: icmp_seq=117 ttl=64 time=655 ms
64 bytes from 10.0.0.2: icmp_seq=118 ttl=64 time=660 ms
64 bytes from 10.0.0.2: icmp_seq=119 ttl=64 time=666 ms
64 bytes from 10.0.0.2: icmp_seq=120 ttl=64 time=732 ms
64 bytes from 10.0.0.2: icmp_seq=121 ttl=64 time=734 ms
64 bytes from 10.0.0.2: icmp_seq=122 ttl=64 time=737 ms
64 bytes from 10.0.0.2: icmp_seq=123 ttl=64 time=745 ms
64 bytes from 10.0.0.2: icmp_seq=124 ttl=64 time=754 ms
64 bytes from 10.0.0.2: icmp_seq=125 ttl=64 time=756 ms
64 bytes from 10.0.0.2: icmp_seq=126 ttl=64 time=765 ms
64 bytes from 10.0.0.2: icmp_seq=127 ttl=64 time=760 ms
64 bytes from 10.0.0.2: icmp_seq=128 ttl=64 time=768 ms
64 bytes from 10.0.0.2: icmp_seq=129 ttl=64 time=778 ms
64 bytes from 10.0.0.2: icmp_seq=130 ttl=64 time=767 ms
64 bytes from 10.0.0.2: icmp_seq=131 ttl=64 time=788 ms
64 bytes from 10.0.0.2: icmp_seq=132 ttl=64 time=777 ms
64 bytes from 10.0.0.2: icmp_seq=133 ttl=64 time=780 ms
64 bytes from 10.0.0.2: icmp_seq=134 ttl=64 time=788 ms
64 bytes from 10.0.0.2: icmp_seq=135 ttl=64 time=796 ms
64 bytes from 10.0.0.2: icmp_seq=136 ttl=64 time=805 ms
64 bytes from 10.0.0.2: icmp_seq=137 ttl=64 time=803 ms
64 bytes from 10.0.0.2: icmp_seq=138 ttl=64 time=799 ms
64 bytes from 10.0.0.2: icmp_seq=139 ttl=64 time=802 ms
64 bytes from 10.0.0.2: icmp_seq=140 ttl=64 time=798 ms
64 bytes from 10.0.0.2: icmp_seq=141 ttl=64 time=807 ms
64 bytes from 10.0.0.2: icmp_seq=142 ttl=64 time=810 ms
64 bytes from 10.0.0.2: icmp_seq=143 ttl=64 time=810 ms
64 bytes from 10.0.0.2: icmp_seq=144 ttl=64 time=810 ms
64 bytes from 10.0.0.2: icmp_seq=145 ttl=64 time=813 ms
64 bytes from 10.0.0.2: icmp_seq=146 ttl=64 time=810 ms
64 bytes from 10.0.0.2: icmp_seq=147 ttl=64 time=814 ms
64 bytes from 10.0.0.2: icmp_seq=148 ttl=64 time=810 ms
64 bytes from 10.0.0.2: icmp_seq=149 ttl=64 time=822 ms
64 bytes from 10.0.0.2: icmp_seq=150 ttl=64 time=805 ms
64 bytes from 10.0.0.2: icmp_seq=151 ttl=64 time=799 ms
64 bytes from 10.0.0.2: icmp_seq=152 ttl=64 time=800 ms
64 bytes from 10.0.0.2: icmp_seq=153 ttl=64 time=801 ms
64 bytes from 10.0.0.2: icmp_seq=154 ttl=64 time=806 ms
64 bytes from 10.0.0.2: icmp_seq=155 ttl=64 time=796 ms
64 bytes from 10.0.0.2: icmp_seq=156 ttl=64 time=814 ms
64 bytes from 10.0.0.2: icmp_seq=157 ttl=64 time=750 ms
64 bytes from 10.0.0.2: icmp_seq=158 ttl=64 time=671 ms
64 bytes from 10.0.0.2: icmp_seq=159 ttl=64 time=661 ms
64 bytes from 10.0.0.2: icmp_seq=160 ttl=64 time=662 ms
64 bytes from 10.0.0.2: icmp_seq=161 ttl=64 time=674 ms
64 bytes from 10.0.0.2: icmp_seq=162 ttl=64 time=677 ms
64 bytes from 10.0.0.2: icmp_seq=163 ttl=64 time=681 ms
64 bytes from 10.0.0.2: icmp_seq=164 ttl=64 time=669 ms
64 bytes from 10.0.0.2: icmp_seq=165 ttl=64 time=739 ms
64 bytes from 10.0.0.2: icmp_seq=166 ttl=64 time=737 ms
64 bytes from 10.0.0.2: icmp_seq=167 ttl=64 time=746 ms
64 bytes from 10.0.0.2: icmp_seq=168 ttl=64 time=737 ms
64 bytes from 10.0.0.2: icmp_seq=169 ttl=64 time=751 ms
64 bytes from 10.0.0.2: icmp_seq=170 ttl=64 time=741 ms
64 bytes from 10.0.0.2: icmp_seq=171 ttl=64 time=756 ms
64 bytes from 10.0.0.2: icmp_seq=172 ttl=64 time=822 ms
64 bytes from 10.0.0.2: icmp_seq=173 ttl=64 time=824 ms
64 bytes from 10.0.0.2: icmp_seq=174 ttl=64 time=823 ms
64 bytes from 10.0.0.2: icmp_seq=175 ttl=64 time=842 ms
64 bytes from 10.0.0.2: icmp_seq=176 ttl=64 time=843 ms
64 bytes from 10.0.0.2: icmp_seq=177 ttl=64 time=846 ms
64 bytes from 10.0.0.2: icmp_seq=178 ttl=64 time=854 ms
64 bytes from 10.0.0.2: icmp_seq=179 ttl=64 time=877 ms
64 bytes from 10.0.0.2: icmp_seq=180 ttl=64 time=877 ms
64 bytes from 10.0.0.2: icmp_seq=181 ttl=64 time=879 ms
64 bytes from 10.0.0.2: icmp_seq=182 ttl=64 time=888 ms
64 bytes from 10.0.0.2: icmp_seq=183 ttl=64 time=908 ms
64 bytes from 10.0.0.2: icmp_seq=184 ttl=64 time=911 ms
64 bytes from 10.0.0.2: icmp_seq=185 ttl=64 time=920 ms
64 bytes from 10.0.0.2: icmp_seq=186 ttl=64 time=941 ms
64 bytes from 10.0.0.2: icmp_seq=187 ttl=64 time=949 ms
64 bytes from 10.0.0.2: icmp_seq=188 ttl=64 time=946 ms
64 bytes from 10.0.0.2: icmp_seq=189 ttl=64 time=961 ms
64 bytes from 10.0.0.2: icmp_seq=190 ttl=64 time=990 ms
64 bytes from 10.0.0.2: icmp_seq=191 ttl=64 time=997 ms
64 bytes from 10.0.0.2: icmp_seq=192 ttl=64 time=1005 ms
64 bytes from 10.0.0.2: icmp_seq=195 ttl=64 time=1056 ms
64 bytes from 10.0.0.2: icmp_seq=196 ttl=64 time=1066 ms
64 bytes from 10.0.0.2: icmp_seq=197 ttl=64 time=1068 ms
64 bytes from 10.0.0.2: icmp_seq=198 ttl=64 time=1063 ms
64 bytes from 10.0.0.2: icmp_seq=199 ttl=64 time=1071 ms
64 bytes from 10.0.0.2: icmp_seq=200 ttl=64 time=1073 ms
64 bytes from 10.0.0.2: icmp_seq=202 ttl=64 time=1082 ms
64 bytes from 10.0.0.2: icmp_seq=204 ttl=64 time=1093 ms
64 bytes from 10.0.0.2: icmp_seq=208 ttl=64 time=1092 ms
64 bytes from 10.0.0.2: icmp_seq=209 ttl=64 time=1071 ms
64 bytes from 10.0.0.2: icmp_seq=210 ttl=64 time=1038 ms
64 bytes from 10.0.0.2: icmp_seq=211 ttl=64 time=1010 ms
64 bytes from 10.0.0.2: icmp_seq=212 ttl=64 time=976 ms
64 bytes from 10.0.0.2: icmp_seq=213 ttl=64 time=942 ms
64 bytes from 10.0.0.2: icmp_seq=218 ttl=64 time=816 ms
64 bytes from 10.0.0.2: icmp_seq=219 ttl=64 time=794 ms
64 bytes from 10.0.0.2: icmp_seq=220 ttl=64 time=789 ms
64 bytes from 10.0.0.2: icmp_seq=221 ttl=64 time=798 ms
64 bytes from 10.0.0.2: icmp_seq=222 ttl=64 time=800 ms
64 bytes from 10.0.0.2: icmp_seq=223 ttl=64 time=790 ms
64 bytes from 10.0.0.2: icmp_seq=224 ttl=64 time=803 ms
64 bytes from 10.0.0.2: icmp_seq=225 ttl=64 time=802 ms
64 bytes from 10.0.0.2: icmp_seq=226 ttl=64 time=790 ms
64 bytes from 10.0.0.2: icmp_seq=227 ttl=64 time=751 ms
64 bytes from 10.0.0.2: icmp_seq=228 ttl=64 time=725 ms
64 bytes from 10.0.0.2: icmp_seq=229 ttl=64 time=689 ms
64 bytes from 10.0.0.2: icmp_seq=230 ttl=64 time=667 ms
64 bytes from 10.0.0.2: icmp_seq=231 ttl=64 time=627 ms
64 bytes from 10.0.0.2: icmp_seq=232 ttl=64 time=599 ms
64 bytes from 10.0.0.2: icmp_seq=233 ttl=64 time=569 ms
64 bytes from 10.0.0.2: icmp_seq=234 ttl=64 time=608 ms
64 bytes from 10.0.0.2: icmp_seq=235 ttl=64 time=607 ms
64 bytes from 10.0.0.2: icmp_seq=236 ttl=64 time=612 ms
64 bytes from 10.0.0.2: icmp_seq=237 ttl=64 time=615 ms
64 bytes from 10.0.0.2: icmp_seq=238 ttl=64 time=628 ms
64 bytes from 10.0.0.2: icmp_seq=239 ttl=64 time=624 ms
64 bytes from 10.0.0.2: icmp_seq=240 ttl=64 time=694 ms
64 bytes from 10.0.0.2: icmp_seq=241 ttl=64 time=698 ms
64 bytes from 10.0.0.2: icmp_seq=242 ttl=64 time=707 ms
64 bytes from 10.0.0.2: icmp_seq=243 ttl=64 time=713 ms
64 bytes from 10.0.0.2: icmp_seq=244 ttl=64 time=720 ms
64 bytes from 10.0.0.2: icmp_seq=245 ttl=64 time=723 ms
64 bytes from 10.0.0.2: icmp_seq=246 ttl=64 time=735 ms
64 bytes from 10.0.0.2: icmp_seq=247 ttl=64 time=739 ms
64 bytes from 10.0.0.2: icmp_seq=248 ttl=64 time=753 ms
64 bytes from 10.0.0.2: icmp_seq=249 ttl=64 time=749 ms
64 bytes from 10.0.0.2: icmp_seq=250 ttl=64 time=754 ms
64 bytes from 10.0.0.2: icmp_seq=251 ttl=64 time=764 ms
64 bytes from 10.0.0.2: icmp_seq=252 ttl=64 time=768 ms
64 bytes from 10.0.0.2: icmp_seq=253 ttl=64 time=775 ms
64 bytes from 10.0.0.2: icmp_seq=254 ttl=64 time=778 ms
64 bytes from 10.0.0.2: icmp_seq=255 ttl=64 time=792 ms
64 bytes from 10.0.0.2: icmp_seq=256 ttl=64 time=795 ms
64 bytes from 10.0.0.2: icmp_seq=257 ttl=64 time=797 ms
64 bytes from 10.0.0.2: icmp_seq=258 ttl=64 time=793 ms
64 bytes from 10.0.0.2: icmp_seq=259 ttl=64 time=803 ms
64 bytes from 10.0.0.2: icmp_seq=260 ttl=64 time=798 ms
64 bytes from 10.0.0.2: icmp_seq=261 ttl=64 time=800 ms
64 bytes from 10.0.0.2: icmp_seq=262 ttl=64 time=802 ms
64 bytes from 10.0.0.2: icmp_seq=263 ttl=64 time=811 ms
64 bytes from 10.0.0.2: icmp_seq=264 ttl=64 time=815 ms
64 bytes from 10.0.0.2: icmp_seq=265 ttl=64 time=809 ms
64 bytes from 10.0.0.2: icmp_seq=266 ttl=64 time=818 ms
64 bytes from 10.0.0.2: icmp_seq=267 ttl=64 time=815 ms
64 bytes from 10.0.0.2: icmp_seq=268 ttl=64 time=823 ms
64 bytes from 10.0.0.2: icmp_seq=269 ttl=64 time=813 ms
64 bytes from 10.0.0.2: icmp_seq=270 ttl=64 time=798 ms
64 bytes from 10.0.0.2: icmp_seq=271 ttl=64 time=805 ms
64 bytes from 10.0.0.2: icmp_seq=272 ttl=64 time=797 ms
64 bytes from 10.0.0.2: icmp_seq=273 ttl=64 time=800 ms
64 bytes from 10.0.0.2: icmp_seq=274 ttl=64 time=804 ms
64 bytes from 10.0.0.2: icmp_seq=275 ttl=64 time=799 ms
64 bytes from 10.0.0.2: icmp_seq=276 ttl=64 time=743 ms
64 bytes from 10.0.0.2: icmp_seq=277 ttl=64 time=667 ms
64 bytes from 10.0.0.2: icmp_seq=278 ttl=64 time=663 ms
64 bytes from 10.0.0.2: icmp_seq=279 ttl=64 time=664 ms
64 bytes from 10.0.0.2: icmp_seq=280 ttl=64 time=672 ms
64 bytes from 10.0.0.2: icmp_seq=281 ttl=64 time=663 ms
64 bytes from 10.0.0.2: icmp_seq=282 ttl=64 time=665 ms
64 bytes from 10.0.0.2: icmp_seq=283 ttl=64 time=674 ms
64 bytes from 10.0.0.2: icmp_seq=284 ttl=64 time=677 ms
64 bytes from 10.0.0.2: icmp_seq=285 ttl=64 time=685 ms
64 bytes from 10.0.0.2: icmp_seq=286 ttl=64 time=675 ms
64 bytes from 10.0.0.2: icmp_seq=287 ttl=64 time=678 ms
64 bytes from 10.0.0.2: icmp_seq=288 ttl=64 time=675 ms
64 bytes from 10.0.0.2: icmp_seq=289 ttl=64 time=683 ms
64 bytes from 10.0.0.2: icmp_seq=290 ttl=64 time=667 ms
64 bytes from 10.0.0.2: icmp_seq=291 ttl=64 time=675 ms
64 bytes from 10.0.0.2: icmp_seq=292 ttl=64 time=679 ms
64 bytes from 10.0.0.2: icmp_seq=293 ttl=64 time=688 ms
64 bytes from 10.0.0.2: icmp_seq=294 ttl=64 time=691 ms
64 bytes from 10.0.0.2: icmp_seq=295 ttl=64 time=693 ms
64 bytes from 10.0.0.2: icmp_seq=296 ttl=64 time=696 ms
64 bytes from 10.0.0.2: icmp_seq=297 ttl=64 time=754 ms
64 bytes from 10.0.0.2: icmp_seq=298 ttl=64 time=756 ms
64 bytes from 10.0.0.2: icmp_seq=299 ttl=64 time=764 ms
64 bytes from 10.0.0.2: icmp_seq=300 ttl=64 time=762 ms

--- 10.0.0.2 ping statistics ---
300 packets transmitted, 279 received, 7% packet loss, time 30399ms
rtt min/avg/max/mdev = 2.917/748.566/1133.328/163.929 ms, pipe 12
