1649339435.624835,0
1649339435.727499,5
1649339435.829978,10
1649339435.932420,10
1649339436.034677,11
1649339436.136749,12
1649339436.242102,12
1649339436.344403,10
1649339436.446734,12
1649339436.549101,11
1649339436.652345,10
1649339436.755216,12
1649339436.857483,20
1649339436.960012,18
1649339437.062269,19
1649339437.164828,19
1649339437.267184,20
1649339437.369642,20
1649339437.472645,20
1649339437.574792,20
1649339437.676940,20
1649339437.779096,19
1649339437.881399,20
1649339437.983901,13
1649339438.086237,11
1649339438.189350,18
1649339438.292290,19
1649339438.395253,20
1649339438.497445,20
1649339438.599653,20
1649339438.702486,19
1649339438.805099,19
1649339438.907979,19
1649339439.010430,14
1649339439.113421,14
1649339439.215981,14
1649339439.318042,8
1649339439.421136,16
1649339439.524810,20
1649339439.626985,20
1649339439.729705,19
1649339439.832078,20
1649339439.934683,20
1649339440.036852,20
1649339440.139853,20
1649339440.242473,19
1649339440.345172,15
1649339440.449734,12
1649339440.552371,8
1649339440.654718,15
1649339440.763692,20
1649339440.865826,20
1649339440.968183,19
1649339441.071352,18
1649339441.174588,19
1649339441.276809,20
1649339441.379188,19
1649339441.481305,20
1649339441.584588,17
1649339441.687441,12
1649339441.790121,8
1649339441.892326,19
1649339441.995367,20
1649339442.098339,18
1649339442.201085,19
1649339442.304033,18
1649339442.406393,19
1649339442.509386,19
1649339442.612587,20
1649339442.715632,18
1649339442.817806,14
1649339442.920900,11
1649339443.029188,8
1649339443.131468,15
1649339443.233923,19
1649339443.336169,19
1649339443.438672,19
1649339443.541133,18
1649339443.643912,20
1649339443.748136,18
1649339443.850523,19
1649339443.953163,17
1649339444.056729,12
1649339444.159282,11
1649339444.261698,9
1649339444.364086,14
1649339444.466667,20
1649339444.569065,20
1649339444.671855,19
1649339444.774222,20
1649339444.876521,20
1649339444.979057,20
1649339445.081451,20
1649339445.183724,18
1649339445.286107,11
1649339445.388759,9
1649339445.491025,6
1649339445.593556,19
1649339445.696146,20
1649339445.798307,20
1649339445.900883,20
1649339446.003823,20
1649339446.106565,20
1649339446.208773,19
1649339446.311000,20
1649339446.413525,19
1649339446.516009,18
1649339446.619171,18
1649339446.721691,13
1649339446.824860,11
1649339446.927353,17
1649339447.029685,19
1649339447.132129,19
1649339447.234455,20
1649339447.336874,20
1649339447.439155,19
1649339447.541902,20
1649339447.644567,20
1649339447.747702,19
1649339447.849964,18
1649339447.952591,17
1649339448.056144,10
1649339448.158803,10
1649339448.261265,14
1649339448.363588,20
1649339448.466073,20
1649339448.568580,19
1649339448.671407,19
1649339448.773687,17
1649339448.875933,19
1649339448.978141,20
1649339449.080591,20
1649339449.183305,17
1649339449.285636,17
1649339449.388182,12
1649339449.490616,11
1649339449.593705,15
1649339449.696361,20
1649339449.798479,20
1649339449.901074,19
1649339450.003519,20
1649339450.106812,19
1649339450.209007,20
1649339450.311780,20
1649339450.413958,20
1649339450.517029,20
1649339450.620115,16
1649339450.722952,14
1649339450.825444,15
1649339450.928635,13
1649339451.032792,9
1649339451.135229,13
1649339451.238473,18
1649339451.340734,19
1649339451.442929,20
1649339451.545670,20
1649339451.647973,20
1649339451.750009,18
1649339451.852411,20
1649339451.954772,19
1649339452.056989,20
1649339452.160144,14
1649339452.263380,14
1649339452.365643,9
1649339452.467975,10
1649339452.570592,17
1649339452.673555,19
1649339452.775905,19
1649339452.878542,18
1649339452.980990,20
1649339453.083328,20
1649339453.186631,20
1649339453.288903,20
1649339453.391035,20
1649339453.493641,20
1649339453.595967,18
1649339453.698765,17
1649339453.801273,18
1649339453.907306,13
1649339454.010608,13
1649339454.112901,20
1649339454.215734,20
1649339454.318045,19
1649339454.420319,20
1649339454.522520,20
1649339454.625340,20
1649339454.727780,20
1649339454.830979,19
1649339454.933161,20
1649339455.035623,20
1649339455.137774,18
1649339455.240748,19
1649339455.343489,17
1649339455.446241,15
1649339455.548775,12
1649339455.652482,12
1649339455.754773,10
1649339455.857046,11
1649339455.960265,12
1649339456.062578,13
1649339456.166275,14
1649339456.272735,14
1649339456.374977,20
1649339456.477172,19
1649339456.583576,19
1649339456.685837,19
1649339456.788817,19
1649339456.892019,19
1649339456.994844,20
1649339457.097515,19
1649339457.200045,19
1649339457.303107,19
1649339457.406493,19
1649339457.508915,19
1649339457.611432,20
1649339457.714557,20
1649339457.817161,20
1649339457.919360,20
1649339458.021557,19
1649339458.124943,15
1649339458.227296,14
1649339458.330077,5
1649339458.432408,19
1649339458.534915,20
1649339458.637108,20
1649339458.739510,20
1649339458.841914,20
1649339458.944495,19
1649339459.047051,19
1649339459.150437,16
1649339459.252740,14
1649339459.355708,9
1649339459.458150,7
1649339459.560470,20
1649339459.663570,20
1649339459.766520,20
1649339459.868915,20
1649339459.971395,20
1649339460.073457,20
1649339460.175636,20
1649339460.278012,19
1649339460.380383,15
1649339460.482862,15
1649339460.585945,15
1649339460.688220,11
1649339460.790473,16
1649339460.892913,20
1649339460.995114,20
1649339461.097288,20
1649339461.200032,19
1649339461.302928,19
1649339461.405532,20
1649339461.507788,20
1649339461.610188,20
1649339461.713109,20
1649339461.816389,19
1649339461.918646,13
1649339462.021859,10
1649339462.124538,9
1649339462.227258,17
1649339462.329615,20
1649339462.432298,19
1649339462.535186,20
1649339462.637628,19
1649339462.740402,20
1649339462.843255,20
1649339462.945594,20
1649339463.048739,20
1649339463.151463,18
1649339463.253669,16
1649339463.356084,18
1649339463.459066,16
1649339463.561175,13
1649339463.664375,10
1649339463.767267,19
1649339463.870383,19
1649339463.973378,19
1649339464.075681,20
1649339464.178400,20
1649339464.280615,20
1649339464.383434,20
1649339464.485538,20
1649339464.587894,20
1649339464.690950,13
1649339464.793372,16
1649339464.895626,12
1649339464.998648,9
1649339465.101487,18
1649339465.204334,20
1649339465.306542,20
1649339465.409801,19
1649339465.512042,20
1649339465.614925,19
1649339465.717180,19
1649339465.819725,20
1649339465.922834,19
1649339466.025241,19
1649339466.128450,14
1649339466.231084,12
1649339466.333221,7
1649339466.435733,6
1649339466.538884,20
1649339466.641160,20
1649339466.743595,20
1649339466.845774,20
1649339466.948069,20
1649339467.050228,19
1649339467.152858,19
1649339467.255594,19
1649339467.358245,19
1649339467.460444,15
1649339467.563380,15
1649339467.666484,18
1649339467.769097,11
1649339467.872195,8
1649339467.975485,17
1649339468.077794,20
1649339468.181108,20
1649339468.284139,20
1649339468.386656,20
1649339468.488917,20
1649339468.591559,20
1649339468.697106,18
1649339468.799788,19
1649339468.902829,19
1649339469.005056,10
1649339469.107647,5
1649339469.209812,20
1649339469.312550,20
1649339469.415675,20
1649339469.517927,20
1649339469.620010,20
1649339469.722152,20
1649339469.824364,19
1649339469.926625,19
1649339470.029480,18
1649339470.132364,15
1649339470.234664,19
1649339470.337540,20
1649339470.440843,19
1649339470.543596,15
